"Protein_ID","UniProt_ID","Identity","Alignment_length","E_value","Bit_score","UniProt_accession"
"KAK6008321.1","tr|A0ABR0TVX2|A0ABR0TVX2_AURPU",100,379,9.14999999999999e-286,771,"A0ABR0TVX2"
"KAK6008727.1","tr|A0ABR0TWQ1|A0ABR0TWQ1_AURPU",100,401,5.12e-285,771,"A0ABR0TWQ1"
"KAL2028793.1","tr|A0ABR0TBT6|A0ABR0TBT6_AURPU",91.4,442,5.48e-284,771,"A0ABR0TBT6"
"OBW68970.1","tr|A0ABR0TIG0|A0ABR0TIG0_AURPU",91.9,455,5.26e-282,770,"A0ABR0TIG0"
"KAK6006276.1","tr|A0ABR0TQX1|A0ABR0TQX1_AURPU",100,404,9.19e-285,770,"A0ABR0TQX1"
"KAK6008300.1","tr|A0ABR0TWS9|A0ABR0TWS9_AURPU",100,400,9.55e-285,770,"A0ABR0TWS9"
"THW19001.1","tr|A0ABR0TSB8|A0ABR0TSB8_AURPU",93.4,394,1.55e-284,769,"A0ABR0TSB8"
"THW52008.1","tr|A0ABR0TDT6|A0ABR0TDT6_AURPU",85.8,465,3.08e-283,769,"A0ABR0TDT6"
"THX82896.1","tr|A0ABR0TD71|A0ABR0TD71_AURPU",92.5,400,3.25e-284,769,"A0ABR0TD71"
"THY04931.1","tr|A0ABR0TR13|A0ABR0TR13_AURPU",95.5,403,1.95e-284,769,"A0ABR0TR13"
"KAK6001916.1","tr|A0ABR0TD16|A0ABR0TD16_AURPU",100,404,2.63e-284,769,"A0ABR0TD16"
"KAK6003701.1","tr|A0ABR0TI15|A0ABR0TI15_AURPU",100,448,5.63e-283,769,"A0ABR0TI15"
"KAK6008630.1","tr|A0ABR0TXH5|A0ABR0TXH5_AURPU",100,394,1.21e-284,769,"A0ABR0TXH5"
"KEQ83618.1","tr|A0ABR0TDY7|A0ABR0TDY7_AURPU",97.8,407,1.35e-283,768,"A0ABR0TDY7"
"KAK5999899.1","tr|A0ABR0T628|A0ABR0T628_AURPU",100,386,1.3e-284,768,"A0ABR0T628"
"KAK6000567.1","tr|A0ABR0T8C9|A0ABR0T8C9_AURPU",100,387,2.84e-284,768,"A0ABR0T8C9"
"KAK6000811.1","tr|A0ABR0T8P8|A0ABR0T8P8_AURPU",100,494,5.51e-281,768,"A0ABR0T8P8"
"KAK6002844.1","tr|A0ABR0TF23|A0ABR0TF23_AURPU",100,403,4.91e-284,768,"A0ABR0TF23"
"KAK6003858.1","tr|A0ABR0THE2|A0ABR0THE2_AURPU",100,389,1.65e-284,768,"A0ABR0THE2"
"KAK6008640.1","tr|A0ABR0TW03|A0ABR0TW03_AURPU",100,383,1.03e-284,768,"A0ABR0TW03"
"CAD0023899.1","tr|A0ABR0T7P3|A0ABR0T7P3_AURPU",88.1,470,4.64e-282,768,"A0ABR0T7P3"
"KAK6006917.1","tr|A0ABR0TR55|A0ABR0TR55_AURPU",100,421,5.72e-283,767,"A0ABR0TR55"
"KAK6008194.1","tr|A0ABR0TUN4|A0ABR0TUN4_AURPU",100,386,3.73e-284,767,"A0ABR0TUN4"
"KEQ78588.1","tr|A0ABR0T8H7|A0ABR0T8H7_AURPU",92.6,403,4.04e-283,766,"A0ABR0T8H7"
"THV99810.1","tr|A0ABR0TBL4|A0ABR0TBL4_AURPU",91.1,417,1.54e-282,766,"A0ABR0TBL4"
"THW61836.1","tr|A0ABR0TR49|A0ABR0TR49_AURPU",94,416,1.85e-281,766,"A0ABR0TR49"
"THX88267.1","tr|A0ABR0TMK1|A0ABR0TMK1_AURPU",91.8,400,3.36e-283,766,"A0ABR0TMK1"
"KAK5999981.1","tr|A0ABR0T7M4|A0ABR0T7M4_AURPU",100,384,9.14e-284,766,"A0ABR0T7M4"
"KAK6001215.1","tr|A0ABR0T9V9|A0ABR0T9V9_AURPU",100,382,1.11e-283,766,"A0ABR0T9V9"
"KAK6002604.1","tr|A0ABR0TEC2|A0ABR0TEC2_AURPU",100,370,2.15e-284,766,"A0ABR0TEC2"
"KAK6003227.1","tr|A0ABR0TFL0|A0ABR0TFL0_AURPU",100,542,1.21e-278,766,"A0ABR0TFL0"
"KAK6004602.1","tr|A0ABR0TJT7|A0ABR0TJT7_AURPU",100,428,1.98e-282,766,"A0ABR0TJT7"
"KAK6004664.1","tr|A0ABR0TJT1|A0ABR0TJT1_AURPU",100,394,1.41e-283,766,"A0ABR0TJT1"
"KAK6006710.1","tr|A0ABR0TS71|A0ABR0TS71_AURPU",100,507,8.55e-280,766,"A0ABR0TS71"
"KAK6007690.1","tr|A0ABR0TUX7|A0ABR0TUX7_AURPU",100,417,8.45e-283,766,"A0ABR0TUX7"
"KAK6008446.1","tr|A0ABR0TVD6|A0ABR0TVD6_AURPU",100,372,2.51e-284,766,"A0ABR0TVD6"
"THZ15075.1","tr|A0ABR0THA7|A0ABR0THA7_AURPU",95.9,411,1.15e-281,765,"A0ABR0THA7"
"KAK5999452.1","tr|A0ABR0T5R1|A0ABR0T5R1_AURPU",100,383,2.42e-283,765,"A0ABR0T5R1"
"KAK6001900.1","tr|A0ABR0TD49|A0ABR0TD49_AURPU",100,373,7.79e-284,765,"A0ABR0TD49"
"KAK6006631.1","tr|A0ABR0TQC8|A0ABR0TQC8_AURPU",100,380,1.92e-283,765,"A0ABR0TQC8"
"KAK6007236.1","tr|A0ABR0TTQ2|A0ABR0TTQ2_AURPU",100,389,2.73e-283,765,"A0ABR0TTQ2"
"THW67535.1","tr|A0A4S9VC37|A0A4S9VC37_AURPU",100,392,5.51e-282,764,"A0A4S9VC37"
"THY15761.1","tr|A0ABR0TTG3|A0ABR0TTG3_AURPU",96.7,390,1.25e-281,764,"A0ABR0TTG3"
"KAK6000326.1","tr|A0ABR0T8L9|A0ABR0T8L9_AURPU",100,377,3.06e-283,764,"A0ABR0T8L9"
"KAK6001022.1","tr|A0ABR0T9A5|A0ABR0T9A5_AURPU",100,379,5.08e-283,764,"A0ABR0T9A5"
"KAK6001690.1","tr|A0ABR0TCH8|A0ABR0TCH8_AURPU",100,380,5.49e-283,764,"A0ABR0TCH8"
"KAK6004071.1","tr|A0ABR0TJJ1|A0ABR0TJJ1_AURPU",100,373,3.17e-283,764,"A0ABR0TJJ1"
"KAK6004918.1","tr|A0ABR0TKD6|A0ABR0TKD6_AURPU",100,378,4.69e-283,764,"A0ABR0TKD6"
"KAK6005388.1","tr|A0ABR0TLR6|A0ABR0TLR6_AURPU",100,390,8.46e-283,764,"A0ABR0TLR6"
"KAK6005671.1","tr|A0ABR0TMK2|A0ABR0TMK2_AURPU",100,430,1.34e-281,764,"A0ABR0TMK2"
"KAK6007321.1","tr|A0ABR0TS96|A0ABR0TS96_AURPU",100,413,3.58e-282,764,"A0ABR0TS96"
"KAK6007988.1","tr|A0ABR0TU88|A0ABR0TU88_AURPU",100,387,9.5e-283,764,"A0ABR0TU88"
"OBW68363.1","tr|A0ABR0TAY8|A0ABR0TAY8_AURPU",92.7,427,4e-281,763,"A0ABR0TAY8"
"THY57728.1","tr|A0ABR0TW94|A0ABR0TW94_AURPU",86.9,465,1.2e-279,763,"A0ABR0TW94"
"THZ08536.1","tr|A0ABR0TU00|A0ABR0TU00_AURPU",98.2,388,2.04e-281,763,"A0ABR0TU00"
"KAK5999639.1","tr|A0ABR0T5K5|A0ABR0T5K5_AURPU",100,413,1.46e-281,763,"A0ABR0T5K5"
"KAK5999984.1","tr|A0ABR0T6K7|A0ABR0T6K7_AURPU",100,384,1.52e-282,763,"A0ABR0T6K7"
"KAK6001568.1","tr|A0ABR0TAV0|A0ABR0TAV0_AURPU",100,395,5.09e-282,763,"A0ABR0TAV0"
"KAK6002103.1","tr|A0ABR0TCD5|A0ABR0TCD5_AURPU",100,381,1.2e-282,763,"A0ABR0TCD5"
"KAK6003535.1","tr|A0ABR0THU1|A0ABR0THU1_AURPU",100,432,4.48e-281,763,"A0ABR0THU1"
"KAK6003575.1","tr|A0ABR0TI34|A0ABR0TI34_AURPU",100,394,2.33e-282,763,"A0ABR0TI34"
"KAK6003642.1","tr|A0ABR0TH20|A0ABR0TH20_AURPU",100,372,8.41e-283,763,"A0ABR0TH20"
"KAK6002394.1","tr|A0ABR0TDR8|A0ABR0TDR8_AURPU",100,393,6.18e-282,762,"A0ABR0TDR8"
"KAK6002551.1","tr|A0ABR0TDN7|A0ABR0TDN7_AURPU",100,388,4.18e-282,762,"A0ABR0TDN7"
"KAK6006623.1","tr|A0ABR0TQA7|A0ABR0TQA7_AURPU",100,378,2.72e-282,762,"A0ABR0TQA7"
"KEQ80022.1","tr|A0ABR0TFQ5|A0ABR0TFQ5_AURPU",86.1,468,5.46e-279,761,"A0ABR0TFQ5"
"THV85843.1","tr|A0ABR0TUM2|A0ABR0TUM2_AURPU",90,469,4.47e-277,761,"A0ABR0TUM2"
"KAK5999951.1","tr|A0ABR0T7J4|A0ABR0T7J4_AURPU",100,378,3.86e-282,761,"A0ABR0T7J4"
"KAK6000832.1","tr|A0ABR0T9N4|A0ABR0T9N4_AURPU",100,388,8.44e-282,761,"A0ABR0T9N4"
"KAK6001217.1","tr|A0ABR0T9V3|A0ABR0T9V3_AURPU",100,375,4.33e-282,761,"A0ABR0T9V3"
"KAK6002751.1","tr|A0ABR0TFP4|A0ABR0TFP4_AURPU",100,381,9.85e-282,761,"A0ABR0TFP4"
"KAK6005278.1","tr|A0ABR0TLF3|A0ABR0TLF3_AURPU",100,423,1.83e-280,761,"A0ABR0TLF3"
"CAD0010299.1","tr|A0ABR0TLP1|A0ABR0TLP1_AURPU",96.1,409,5.56e-281,761,"A0ABR0TLP1"
"CAD0015690.1","tr|A0ABR0T9M7|A0ABR0T9M7_AURPU",91.4,419,9.99999999999999e-281,761,"A0ABR0T9M7"
"CAD0048444.1","tr|A0ABR0TG51|A0ABR0TG51_AURPU",91.9,443,1.67e-277,761,"A0ABR0TG51"
"KAK6001997.1","tr|A0ABR0TC25|A0ABR0TC25_AURPU",100,378,1.11e-281,760,"A0ABR0TC25"
"KAK6002590.1","tr|A0ABR0TF31|A0ABR0TF31_AURPU",100,430,9.01e-280,760,"A0ABR0TF31"
"KAK6004251.1","tr|A0ABR0TK48|A0ABR0TK48_AURPU",100,385,2.72e-281,760,"A0ABR0TK48"
"THW35601.1","tr|A0ABR0TE70|A0ABR0TE70_AURPU",92.3,390,1.26e-280,759,"A0ABR0TE70"
"THY99699.1","tr|A0ABR0T5W5|A0ABR0T5W5_AURPU",98.9,380,1.07e-280,759,"A0ABR0T5W5"
"KAK5999364.1","tr|A0ABR0T570|A0ABR0T570_AURPU",100,370,2.4e-281,759,"A0ABR0T570"
"KAK6000012.1","tr|A0ABR0T6S0|A0ABR0T6S0_AURPU",100,530,2.67e-276,759,"A0ABR0T6S0"
"KAK6001624.1","tr|A0ABR0TB03|A0ABR0TB03_AURPU",100,425,8.69e-280,759,"A0ABR0TB03"
"KAK6002021.1","tr|A0ABR0TDB2|A0ABR0TDB2_AURPU",100,385,7.79e-281,759,"A0ABR0TDB2"
"KAK6002304.1","tr|A0ABR0TDI0|A0ABR0TDI0_AURPU",100,383,4.69e-281,759,"A0ABR0TDI0"
"KAK6002309.1","tr|A0ABR0TD14|A0ABR0TD14_AURPU",100,372,1.39e-281,759,"A0ABR0TD14"
"KAK6004833.1","tr|A0ABR0TK55|A0ABR0TK55_AURPU",100,390,8.1e-281,759,"A0ABR0TK55"
"CAR1019738.1","tr|A0ABR0T8H2|A0ABR0T8H2_AURPU",96,399,1.94e-279,759,"A0ABR0T8H2"
"KEQ88741.1","tr|A0ABR0TGP4|A0ABR0TGP4_AURPU",96.1,383,1.91e-280,758,"A0ABR0TGP4"
"KAK6002829.1","tr|A0ABR0TF11|A0ABR0TF11_AURPU",100,373,8.72e-281,758,"A0ABR0TF11"
"KAK6003190.1","tr|A0ABR0TGV6|A0ABR0TGV6_AURPU",100,398,3.05e-280,758,"A0ABR0TGV6"
"KAK6005402.1","tr|A0ABR0TLV1|A0ABR0TLV1_AURPU",100,403,4.51e-280,758,"A0ABR0TLV1"
"KAK6006992.1","tr|A0ABR0TRD4|A0ABR0TRD4_AURPU",100,359,1.44e-281,758,"A0ABR0TRD4"
"KAK6007806.1","tr|A0ABR0TVB0|A0ABR0TVB0_AURPU",100,397,2.82e-280,758,"A0ABR0TVB0"
"KAK6008233.1","tr|A0ABR0TUQ5|A0ABR0TUQ5_AURPU",100,374,4.67e-281,758,"A0ABR0TUQ5"
"CAC9885116.1","tr|A0ABR0TQM8|A0ABR0TQM8_AURPU",89.3,459,2.39e-278,758,"A0ABR0TQM8"
"THY81847.1","tr|A0ABR0TBE4|A0ABR0TBE4_AURPU",92.6,393,2.2e-279,757,"A0ABR0TBE4"
"KAK5999370.1","tr|A0ABR0T4L8|A0ABR0T4L8_AURPU",100,394,9.09e-280,757,"A0ABR0T4L8"
"KAK6000016.1","tr|A0ABR0T6F2|A0ABR0T6F2_AURPU",100,367,1.1e-280,757,"A0ABR0T6F2"
"KAK6000404.1","tr|A0ABR0T7Q5|A0ABR0T7Q5_AURPU",100,434,1.43e-278,757,"A0ABR0T7Q5"
"KAK6001421.1","tr|A0ABR0TBN3|A0ABR0TBN3_AURPU",100,551,1.06e-274,757,"A0ABR0TBN3"
"KAK6005128.1","tr|A0ABR0TL01|A0ABR0TL01_AURPU",100,368,8.37e-281,757,"A0ABR0TL01"
"CAC9888981.1","tr|A0ABR0TMX6|A0ABR0TMX6_AURPU",92.1,482,4.11e-277,757,"A0ABR0TMX6"
"KEQ85431.1","tr|A0ABR0TAK2|A0ABR0TAK2_AURPU",97.1,379,5.68e-280,756,"A0ABR0TAK2"
"THV65983.1","tr|A0ABR0TT33|A0ABR0TT33_AURPU",97.2,398,2.23e-279,756,"A0ABR0TT33"
"THX53537.1","tr|A0ABR0TN00|A0ABR0TN00_AURPU",99,421,7.9e-278,756,"A0ABR0TN00"
"THZ11160.1","tr|A0ABR0TC87|A0ABR0TC87_AURPU",95.3,408,7.7e-278,756,"A0ABR0TC87"
"KAK5999338.1","tr|A0ABR0T4D7|A0ABR0T4D7_AURPU",100,391,1.45e-279,756,"A0ABR0T4D7"
"KAK5999575.1","tr|A0ABR0T6B3|A0ABR0T6B3_AURPU",100,386,1.4e-279,756,"A0ABR0T6B3"
"KAK6004638.1","tr|A0ABR0TJK8|A0ABR0TJK8_AURPU",100,372,4.66e-280,756,"A0ABR0TJK8"
"KAK6005431.1","tr|A0ABR0TLW0|A0ABR0TLW0_AURPU",100,380,6.14e-280,756,"A0ABR0TLW0"
"KAK6006701.1","tr|A0ABR0TRF3|A0ABR0TRF3_AURPU",100,376,3.16e-280,756,"A0ABR0TRF3"
"KAK6007604.1","tr|A0ABR0TT35|A0ABR0TT35_AURPU",100,376,6.38e-280,756,"A0ABR0TT35"
"KAK6007811.1","tr|A0ABR0TUG5|A0ABR0TUG5_AURPU",100,381,4.68e-280,756,"A0ABR0TUG5"
"KAK6007999.1","tr|A0ABR0TU53|A0ABR0TU53_AURPU",100,407,3.56e-279,756,"A0ABR0TU53"
"KAK6008148.1","tr|A0ABR0TUL7|A0ABR0TUL7_AURPU",100,368,1.69e-280,756,"A0ABR0TUL7"
"THZ89528.1","tr|A0ABR0TTB9|A0ABR0TTB9_AURPU",94.8,425,5.54e-277,755,"A0ABR0TTB9"
"KAK6004329.1","tr|A0ABR0TJA9|A0ABR0TJA9_AURPU",100,390,2.71e-279,755,"A0ABR0TJA9"
"KAK6004641.1","tr|A0ABR0TL74|A0ABR0TL74_AURPU",100,366,4.33e-279,755,"A0ABR0TL74"
"KAK6005373.1","tr|A0ABR0TLQ1|A0ABR0TLQ1_AURPU",100,380,1.24e-279,755,"A0ABR0TLQ1"
"KAK6007085.1","tr|A0ABR0TT89|A0ABR0TT89_AURPU",100,384,1.7e-279,755,"A0ABR0TT89"
"CAD0041285.1","tr|A0ABR0TVA9|A0ABR0TVA9_AURPU",91.9,396,6.16e-279,755,"A0ABR0TVA9"
"KEQ83202.1","tr|A0ABR0TQR6|A0ABR0TQR6_AURPU",97.2,390,5.47e-279,754,"A0ABR0TQR6"
"THX01870.1","tr|A0ABR0TDU3|A0ABR0TDU3_AURPU",88.9,413,1.46e-273,754,"A0ABR0TDU3"
"THZ11675.1","tr|A0ABR0TK07|A0ABR0TK07_AURPU",93.2,414,1.17e-277,754,"A0ABR0TK07"
"KAK5999666.1","tr|A0ABR0T6P3|A0ABR0T6P3_AURPU",100,381,3.84e-279,754,"A0ABR0T6P3"
"KAK6004706.1","tr|A0ABR0TKT8|A0ABR0TKT8_AURPU",100,403,2.14e-278,754,"A0ABR0TKT8"
"KAK6006604.1","tr|A0ABR0TQ98|A0ABR0TQ98_AURPU",100,388,6.64e-279,754,"A0ABR0TQ98"
"KAK6006890.1","tr|A0ABR0TSP6|A0ABR0TSP6_AURPU",100,390,1.1e-278,754,"A0ABR0TSP6"
"CAC9893177.1","tr|A0ABR0TV69|A0ABR0TV69_AURPU",87.6,436,2.36e-277,754,"A0ABR0TV69"
"KAK6000650.1","tr|A0ABR0T9J8|A0ABR0T9J8_AURPU",100,446,1.71e-276,753,"A0ABR0T9J8"
"KAK6001371.1","tr|A0ABR0TBS1|A0ABR0TBS1_AURPU",100,385,2.14e-278,753,"A0ABR0TBS1"
"KAK6002008.1","tr|A0ABR0TC34|A0ABR0TC34_AURPU",100,481,1.76e-275,753,"A0ABR0TC34"
"KAK6002930.1","tr|A0ABR0TG79|A0ABR0TG79_AURPU",100,392,2.6e-278,753,"A0ABR0TG79"
"KAK6002682.1","tr|A0ABR0TEB0|A0ABR0TEB0_AURPU",100,371,1.02e-278,752,"A0ABR0TEB0"
"KAK6004892.1","tr|A0ABR0TKE8|A0ABR0TKE8_AURPU",100,370,1.33e-278,752,"A0ABR0TKE8"
"KAK6005704.1","tr|A0ABR0TMP6|A0ABR0TMP6_AURPU",100,359,5.63e-279,752,"A0ABR0TMP6"
"KAK6007861.1","tr|A0ABR0TTP5|A0ABR0TTP5_AURPU",100,462,1.68e-275,752,"A0ABR0TTP5"
"KAK6008370.1","tr|A0ABR0TV89|A0ABR0TV89_AURPU",100,360,6.09e-279,752,"A0ABR0TV89"
"OBW66858.1","tr|A0ABR0TBX8|A0ABR0TBX8_AURPU",94.4,410,1.89e-268,751,"A0ABR0TBX8"
"OBW68858.1","tr|A0ABR0TEN9|A0ABR0TEN9_AURPU",98.2,379,9.13e-264,751,"A0ABR0TEN9"
"THW59738.1","tr|A0ABR0TDU0|A0ABR0TDU0_AURPU",96.9,387,4.86e-277,751,"A0ABR0TDU0"
"KAK6001199.1","tr|A0ABR0T9Z6|A0ABR0T9Z6_AURPU",100,390,9.06e-278,751,"A0ABR0T9Z6"
"KAK6002291.1","tr|A0ABR0TE21|A0ABR0TE21_AURPU",100,377,4.66e-278,751,"A0ABR0TE21"
"KAK6002487.1","tr|A0ABR0TDU7|A0ABR0TDU7_AURPU",100,381,9.05e-278,751,"A0ABR0TDU7"
"KAK6002734.1","tr|A0ABR0TEA1|A0ABR0TEA1_AURPU",100,415,1.28e-276,751,"A0ABR0TEA1"
"KAK6000315.1","tr|A0ABR0T797|A0ABR0T797_AURPU",100,374,7.43e-278,750,"A0ABR0T797"
"KAK6001154.1","tr|A0ABR0T9T5|A0ABR0T9T5_AURPU",100,428,7.05e-276,750,"A0ABR0T9T5"
"KAK6003712.1","tr|A0ABR0THV6|A0ABR0THV6_AURPU",100,365,3.67e-278,750,"A0ABR0THV6"
"KAK6004250.1","tr|A0ABR0TK42|A0ABR0TK42_AURPU",100,372,6.36e-278,750,"A0ABR0TK42"
"KAK6004697.1","tr|A0ABR0TJV3|A0ABR0TJV3_AURPU",100,394,3.55e-277,750,"A0ABR0TJV3"
"THV82290.1","tr|A0ABR0TV11|A0ABR0TV11_AURPU",96.1,386,3.85e-276,749,"A0ABR0TV11"
"THV97196.1","tr|A0ABR0TIL3|A0ABR0TIL3_AURPU",90.9,416,2.96e-275,749,"A0ABR0TIL3"
"KAK5999746.1","tr|A0ABR0T5N7|A0ABR0T5N7_AURPU",100,378,4.14e-277,749,"A0ABR0T5N7"
"KAK6000191.1","tr|A0ABR0T886|A0ABR0T886_AURPU",100,366,1.14e-277,749,"A0ABR0T886"
"KAK6001368.1","tr|A0ABR0TAA1|A0ABR0TAA1_AURPU",100,570,9.67999999999999e-271,749,"A0ABR0TAA1"
"KAK6005899.1","tr|A0ABR0TN89|A0ABR0TN89_AURPU",100,506,7.91e-273,749,"A0ABR0TN89"
"KAK6007872.1","tr|A0ABR0TU75|A0ABR0TU75_AURPU",100,377,1.9e-277,749,"A0ABR0TU75"
"KAK6008578.1","tr|A0ABR0TVR0|A0ABR0TVR0_AURPU",100,369,1.44e-277,749,"A0ABR0TVR0"
"CAC9885548.1","tr|A0ABR0TX63|A0ABR0TX63_AURPU",89.9,424,9.77999999999999e-276,749,"A0ABR0TX63"
"KEQ82275.1","tr|A0ABR0TIH1|A0ABR0TIH1_AURPU",96.5,402,5.43e-276,748,"A0ABR0TIH1"
"OBW68519.1","tr|A0ABR0TCY4|A0ABR0TCY4_AURPU",96.2,391,3.27e-269,748,"A0ABR0TCY4"
"KAK6001584.1","tr|A0ABR0TBG8|A0ABR0TBG8_AURPU",100,478,2.29e-271,748,"A0ABR0TBG8"
"KAK6001660.1","tr|A0ABR0TCE6|A0ABR0TCE6_AURPU",100,376,7.14e-277,748,"A0ABR0TCE6"
"KAK6006848.1","tr|A0ABR0TQX7|A0ABR0TQX7_AURPU",100,367,3.53e-277,748,"A0ABR0TQX7"
"THZ63728.1","tr|A0ABR0TD47|A0ABR0TD47_AURPU",98.7,391,4.9e-275,747,"A0ABR0TD47"
"KAK5999486.1","tr|A0ABR0T671|A0ABR0T671_AURPU",100,354,2.57e-277,747,"A0ABR0T671"
"KAK6002529.1","tr|A0ABR0TE56|A0ABR0TE56_AURPU",100,415,3e-275,747,"A0ABR0TE56"
"KAK6004133.1","tr|A0ABR0TI71|A0ABR0TI71_AURPU",100,390,6.11e-276,747,"A0ABR0TI71"
"KAK6004504.1","tr|A0ABR0TJ72|A0ABR0TJ72_AURPU",100,395,9.01999999999999e-276,747,"A0ABR0TJ72"
"KAK6008436.1","tr|A0ABR0TWX4|A0ABR0TWX4_AURPU",100,449,5.89e-274,747,"A0ABR0TWX4"
"KAK6008480.1","tr|A0ABR0TX71|A0ABR0TX71_AURPU",100,410,2.04e-275,747,"A0ABR0TX71"
"THY05452.1","tr|A0ABR0TKI4|A0ABR0TKI4_AURPU",94.4,378,3.34e-273,746,"A0ABR0TKI4"
"THZ88419.1","tr|A0ABR0T7P0|A0ABR0T7P0_AURPU",93,383,1.41e-275,746,"A0ABR0T7P0"
"KAK6000409.1","tr|A0ABR0T7I4|A0ABR0T7I4_AURPU",100,367,1.44e-276,746,"A0ABR0T7I4"
"KAK6000657.1","tr|A0ABR0T8M2|A0ABR0T8M2_AURPU",100,367,1.44e-276,746,"A0ABR0T8M2"
"KAK6001050.1","tr|A0ABR0T9D0|A0ABR0T9D0_AURPU",100,587,3.96e-269,746,"A0ABR0T9D0"
"KAK6004916.1","tr|A0ABR0TLF6|A0ABR0TLF6_AURPU",100,397,1.5e-275,746,"A0ABR0TLF6"
"KAK6006609.1","tr|A0ABR0TQR7|A0ABR0TQR7_AURPU",100,383,7.14e-276,746,"A0ABR0TQR7"
"KAK6008028.1","tr|A0ABR0TU96|A0ABR0TU96_AURPU",100,446,1.34e-273,746,"A0ABR0TU96"
"CAD0016147.1","tr|A0ABR0TLC4|A0ABR0TLC4_AURPU",95.7,394,2e-275,746,"A0ABR0TLC4"
"THX76168.1","tr|A0ABR0TCE8|A0ABR0TCE8_AURPU",96.5,370,2.36e-275,745,"A0ABR0TCE8"
"KAK6004955.1","tr|A0ABR0TM27|A0ABR0TM27_AURPU",100,418,2.19e-274,745,"A0ABR0TM27"
"KAK6005769.1","tr|A0ABR0TNG8|A0ABR0TNG8_AURPU",100,375,1.09e-275,745,"A0ABR0TNG8"
"KAK6006547.1","tr|A0ABR0TR18|A0ABR0TR18_AURPU",100,357,1.88e-276,745,"A0ABR0TR18"
"THY36694.1","tr|A0ABR0TFF3|A0ABR0TFF3_AURPU",97.3,374,2.85e-274,744,"A0ABR0TFF3"
"THZ28975.1","tr|A0ABR0TFI8|A0ABR0TFI8_AURPU",90.5,419,6.8e-274,744,"A0ABR0TFI8"
"KAK5999943.1","tr|A0ABR0T691|A0ABR0T691_AURPU",100,379,3.02e-275,744,"A0ABR0T691"
"KAK6000833.1","tr|A0ABR0T8R8|A0ABR0T8R8_AURPU",100,355,6.54e-276,744,"A0ABR0T8R8"
"KAK6002780.1","tr|A0ABR0TFT7|A0ABR0TFT7_AURPU",100,409,3.12e-274,744,"A0ABR0TFT7"
"KAK6004277.1","tr|A0ABR0TIQ1|A0ABR0TIQ1_AURPU",100,384,4.46e-275,744,"A0ABR0TIQ1"
"KAK6004958.1","tr|A0ABR0TKK7|A0ABR0TKK7_AURPU",100,383,5.86e-275,744,"A0ABR0TKK7"
"KAK6005186.1","tr|A0ABR0TM74|A0ABR0TM74_AURPU",100,381,3.53e-275,744,"A0ABR0TM74"
"KAK6005325.1","tr|A0ABR0TLK7|A0ABR0TLK7_AURPU",100,374,2.04e-275,744,"A0ABR0TLK7"
"KAK6007447.1","tr|A0ABR0TTN4|A0ABR0TTN4_AURPU",100,360,4.8e-276,744,"A0ABR0TTN4"
"KAK6008588.1","tr|A0ABR0TW02|A0ABR0TW02_AURPU",100,371,2.29e-275,744,"A0ABR0TW02"
"THV78220.1","tr|A0ABR0TSF7|A0ABR0TSF7_AURPU",97.6,376,5.67e-275,743,"A0ABR0TSF7"
"THZ74613.1","tr|A0ABR0TPG5|A0ABR0TPG5_AURPU",89.2,406,6.43e-274,743,"A0ABR0TPG5"
"TIA67450.1","tr|A0ABR0TAK0|A0ABR0TAK0_AURPU",91.9,396,6.1e-271,743,"A0ABR0TAK0"
"KAK5999773.1","tr|A0ABR0T5P9|A0ABR0T5P9_AURPU",100,380,9.35999999999999e-275,743,"A0ABR0T5P9"
"KAK5999928.1","tr|A0ABR0T670|A0ABR0T670_AURPU",100,396,4.63e-274,743,"A0ABR0T670"
"KAK6000682.1","tr|A0ABR0T993|A0ABR0T993_AURPU",100,364,1.88e-275,743,"A0ABR0T993"
"KAK6001228.1","tr|A0ABR0T9Y2|A0ABR0T9Y2_AURPU",100,369,2.79e-275,743,"A0ABR0T9Y2"
"KAK6002445.1","tr|A0ABR0TDD3|A0ABR0TDD3_AURPU",100,393,6.3e-274,743,"A0ABR0TDD3"
"KAK6004416.1","tr|A0ABR0TKL1|A0ABR0TKL1_AURPU",100,381,1.01e-274,743,"A0ABR0TKL1"
"KAK6004676.1","tr|A0ABR0TKQ8|A0ABR0TKQ8_AURPU",100,465,6.69e-272,743,"A0ABR0TKQ8"
"KAK6007363.1","tr|A0ABR0TSC4|A0ABR0TSC4_AURPU",100,375,8.98999999999999e-275,743,"A0ABR0TSC4"
"KAK6007574.1","tr|A0ABR0TT04|A0ABR0TT04_AURPU",100,364,1.88e-275,743,"A0ABR0TT04"
"KAK5999977.1","tr|A0ABR0T796|A0ABR0T796_AURPU",100,371,9.33999999999999e-275,742,"A0ABR0T796"
"KAK6002635.1","tr|A0ABR0TF80|A0ABR0TF80_AURPU",100,386,3.02e-274,742,"A0ABR0TF80"
"KAK6003992.1","tr|A0ABR0THU9|A0ABR0THU9_AURPU",100,368,1.05e-274,742,"A0ABR0THU9"
"KAK6004341.1","tr|A0ABR0TKD7|A0ABR0TKD7_AURPU",100,383,3.39e-274,742,"A0ABR0TKD7"
"CAC9891750.1","tr|A0ABR0TCA1|A0ABR0TCA1_AURPU",90.4,415,1.46e-273,742,"A0ABR0TCA1"
