accession,organism,pdb_count,pdb_ids
A0ABR0T7B9,Aureobasidium pullulans,0,
A0ABR0TPA5,Aureobasidium pullulans,0,
A0ABR0TPF1,Aureobasidium pullulans,0,
A0ABR0TPA8,Aureobasidium pullulans,0,
A0ABR0THQ1,Aureobasidium pullulans,0,
A0ABR0TWC2,Aureobasidium pullulans,0,
A0ABR0TW49,Aureobasidium pullulans,0,
A0ABR0TW82,Aureobasidium pullulans,0,
A0ABR0TCS6,Aureobasidium pullulans,0,
A0ABR0TMX9,Aureobasidium pullulans,0,
A0ABR0TQA9,Aureobasidium pullulans,0,
A0ABR0TLJ4,Aureobasidium pullulans,0,
A0ABR0TL69,Aureobasidium pullulans,0,
A0ABR0TLL5,Aureobasidium pullulans,0,
A0ABR0TFW5,Aureobasidium pullulans,0,
A0ABR0TFL0,Aureobasidium pullulans,0,
A0ABR0TU20,Aureobasidium pullulans,0,
A0ABR0TUB0,Aureobasidium pullulans,0,
A0ABR0TU02,Aureobasidium pullulans,0,
A0ABR0TMP3,Aureobasidium pullulans,0,
A0ABR0TAU1,Aureobasidium pullulans,0,
A0ABR0T585,Aureobasidium pullulans,0,
A0ABR0T5F2,Aureobasidium pullulans,0,
A0ABR0T4T7,Aureobasidium pullulans,0,
A0ABR0T683,Aureobasidium pullulans,0,
A0ABR0T696,Aureobasidium pullulans,0,
A0ABR0TGU1,Aureobasidium pullulans,0,
A0ABR0TU05,Aureobasidium pullulans,0,
A0ABR0TK88,Aureobasidium pullulans,0,
A0ABR0T6G9,Aureobasidium pullulans,0,
A0ABR0TV59,Aureobasidium pullulans,0,
A0ABR0TIH8,Aureobasidium pullulans,0,
A0ABR0TI25,Aureobasidium pullulans,0,
A0ABR0T5K5,Aureobasidium pullulans,0,
A0ABR0TA15,Aureobasidium pullulans,0,
A0ABR0T5R5,Aureobasidium pullulans,0,
A0ABR0TG92,Aureobasidium pullulans,0,
A0ABR0THZ0,Aureobasidium pullulans,0,
A0ABR0TSH1,Aureobasidium pullulans,0,
A0A4S9VC37,Aureobasidium pullulans,0,
A0ABR0TIA3,Aureobasidium pullulans,0,
A0ABR0TKW5,Aureobasidium pullulans,0,
A0ABR0TMN9,Aureobasidium pullulans,0,
A0ABR0TG67,Aureobasidium pullulans,0,
A0ABR0T8G7,Aureobasidium pullulans,0,
A0ABR0TH38,Aureobasidium pullulans,0,
A0ABR0TUG2,Aureobasidium pullulans,0,
A0ABR0TB27,Aureobasidium pullulans,0,
A0ABR0T8M0,Aureobasidium pullulans,0,
A0ABR0T989,Aureobasidium pullulans,0,
A0ABR0TGU0,Aureobasidium pullulans,0,
A0ABR0THN8,Aureobasidium pullulans,0,
A0ABR0T524,Aureobasidium pullulans,0,
A0ABR0TV52,Aureobasidium pullulans,0,
A0ABR0T650,Aureobasidium pullulans,0,
A0ABR0TWP3,Aureobasidium pullulans,0,
A0ABR0TA29,Aureobasidium pullulans,0,
A0ABR0TIP0,Aureobasidium pullulans,0,
A0ABR0TIP2,Aureobasidium pullulans,0,
A0ABR0T8M7,Aureobasidium pullulans,0,
A0ABR0T8X7,Aureobasidium pullulans,0,
A0ABR0T8T7,Aureobasidium pullulans,0,
A0ABR0TU17,Aureobasidium pullulans,0,
A0ABR0T787,Aureobasidium pullulans,0,
A0ABR0TF55,Aureobasidium pullulans,0,
A0ABR0TIS2,Aureobasidium pullulans,0,
A0ABR0TIT6,Aureobasidium pullulans,0,
A0ABR0TFS9,Aureobasidium pullulans,0,
A0ABR0TVM5,Aureobasidium pullulans,0,
A0ABR0TEX8,Aureobasidium pullulans,0,
A0ABR0T545,Aureobasidium pullulans,0,
A0ABR0TKA0,Aureobasidium pullulans,0,
A0ABR0TMG1,Aureobasidium pullulans,0,
A0ABR0TFP2,Aureobasidium pullulans,0,
A0ABR0TE70,Aureobasidium pullulans,0,
A0ABR0TWK5,Aureobasidium pullulans,0,
A0ABR0TR08,Aureobasidium pullulans,0,
A0ABR0TSF6,Aureobasidium pullulans,0,
A0ABR0TIX3,Aureobasidium pullulans,0,
A0ABR0TBB9,Aureobasidium pullulans,0,
A0ABR0TGP2,Aureobasidium pullulans,0,
A0ABR0TB21,Aureobasidium pullulans,0,
A0ABR0TVQ6,Aureobasidium pullulans,0,
A0ABR0TD99,Aureobasidium pullulans,0,
A0ABR0TSU7,Aureobasidium pullulans,0,
A0ABR0TQM1,Aureobasidium pullulans,0,
A0ABR0T4I9,Aureobasidium pullulans,0,
A0ABR0TL46,Aureobasidium pullulans,0,
A0ABR0TE74,Aureobasidium pullulans,0,
A0ABR0TJG5,Aureobasidium pullulans,0,
A0ABR0TG89,Aureobasidium pullulans,0,
A0ABR0TT70,Aureobasidium pullulans,0,
A0ABR0TCP1,Aureobasidium pullulans,0,
A0ABR0TK47,Aureobasidium pullulans,0,
A0ABR0THE5,Aureobasidium pullulans,0,
A0ABR0TDQ9,Aureobasidium pullulans,0,
A0ABR0TRS8,Aureobasidium pullulans,0,
A0ABR0TQY3,Aureobasidium pullulans,0,
A0ABR0TC81,Aureobasidium pullulans,0,
A0ABR0T9P3,Aureobasidium pullulans,0,
A0ABR0TW86,Aureobasidium pullulans,0,
A0ABR0TLU9,Aureobasidium pullulans,0,
A0ABR0TQF5,Aureobasidium pullulans,0,
A0ABR0T8I5,Aureobasidium pullulans,0,
A0ABR0TXS7,Aureobasidium pullulans,0,
A0ABR0T4G7,Aureobasidium pullulans,0,
A0ABR0T949,Aureobasidium pullulans,0,
A0ABR0TJH0,Aureobasidium pullulans,0,
A0ABR0TC82,Aureobasidium pullulans,0,
A0ABR0TBF0,Aureobasidium pullulans,0,
A0ABR0T9S8,Aureobasidium pullulans,0,
A0ABR0T7U0,Aureobasidium pullulans,0,
A0ABR0TUD0,Aureobasidium pullulans,0,
A0ABR0THR6,Aureobasidium pullulans,0,
A0ABR0TE50,Aureobasidium pullulans,0,
A0ABR0TAR7,Aureobasidium pullulans,0,
A0ABR0TT28,Aureobasidium pullulans,0,
A0ABR0TNM2,Aureobasidium pullulans,0,
A0ABR0TBC2,Aureobasidium pullulans,0,
A0ABR0TCS5,Aureobasidium pullulans,0,
A0ABR0TLL3,Aureobasidium pullulans,0,
A0ABR0TIM0,Aureobasidium pullulans,0,
A0ABR0TEI3,Aureobasidium pullulans,0,
A0ABR0T6V1,Aureobasidium pullulans,0,
A0ABR0T5J0,Aureobasidium pullulans,0,
A0ABR0T6X8,Aureobasidium pullulans,0,
A0ABR0TCI8,Aureobasidium pullulans,0,
A0ABR0TVS9,Aureobasidium pullulans,0,
A0ABR0TVR7,Aureobasidium pullulans,0,
A0ABR0T834,Aureobasidium pullulans,0,
A0ABR0TLQ8,Aureobasidium pullulans,0,
A0ABR0TCA5,Aureobasidium pullulans,0,
A0ABR0TRP7,Aureobasidium pullulans,0,
A0ABR0TR06,Aureobasidium pullulans,0,
A0ABR0TKD6,Aureobasidium pullulans,0,
A0ABR0TST9,Aureobasidium pullulans,0,
A0ABR0T4I5,Aureobasidium pullulans,0,
A0ABR0TIN9,Aureobasidium pullulans,0,
A0ABR0TUW6,Aureobasidium pullulans,0,
A0ABR0TEX1,Aureobasidium pullulans,0,
A0ABR0TC94,Aureobasidium pullulans,0,
A0ABR0TP58,Aureobasidium pullulans,0,
A0ABR0TN35,Aureobasidium pullulans,0,
A0ABR0TPK3,Aureobasidium pullulans,0,
A0ABR0TPG6,Aureobasidium pullulans,0,
A0ABR0TM08,Aureobasidium pullulans,0,
A0ABR0TBU5,Aureobasidium pullulans,0,
A0ABR0TBD8,Aureobasidium pullulans,0,
A0ABR0TNU6,Aureobasidium pullulans,0,
A0ABR0T5U4,Aureobasidium pullulans,0,
A0ABR0T5U7,Aureobasidium pullulans,0,
A0ABR0TQB9,Aureobasidium pullulans,0,
A0ABR0TQ81,Aureobasidium pullulans,0,
A0ABR0TP74,Aureobasidium pullulans,0,
A0ABR0TTB3,Aureobasidium pullulans,0,
A0ABR0TSY0,Aureobasidium pullulans,0,
A0ABR0TT37,Aureobasidium pullulans,0,
A0ABR0TT03,Aureobasidium pullulans,0,
A0ABR0T7P9,Aureobasidium pullulans,0,
A0ABR0T7R8,Aureobasidium pullulans,0,
A0ABR0TN59,Aureobasidium pullulans,0,
A0ABR0T9B6,Aureobasidium pullulans,0,
A0ABR0TSC7,Aureobasidium pullulans,0,
A0ABR0TSX7,Aureobasidium pullulans,0,
A0ABR0TTB5,Aureobasidium pullulans,0,
A0ABR0TGW1,Aureobasidium pullulans,0,
A0ABR0T5X5,Aureobasidium pullulans,0,
A0ABR0T817,Aureobasidium pullulans,0,
A0ABR0T6H3,Aureobasidium pullulans,0,
A0ABR0TR03,Aureobasidium pullulans,0,
A0ABR0TM73,Aureobasidium pullulans,0,
A0ABR0TL71,Aureobasidium pullulans,0,
A0ABR0T6Y8,Aureobasidium pullulans,0,
A0ABR0TU89,Aureobasidium pullulans,0,
A0ABR0TNI7,Aureobasidium pullulans,0,
A0ABR0TWT1,Aureobasidium pullulans,0,
A0ABR0TQC9,Aureobasidium pullulans,0,
A0ABR0TAA0,Aureobasidium pullulans,0,
A0ABR0TAS2,Aureobasidium pullulans,0,
A0ABR0TU66,Aureobasidium pullulans,0,
A0ABR0TCE7,Aureobasidium pullulans,0,
A0ABR0TU50,Aureobasidium pullulans,0,
A0ABR0TTP8,Aureobasidium pullulans,0,
A0ABR0TTY8,Aureobasidium pullulans,0,
A0ABR0TIY1,Aureobasidium pullulans,0,
A0ABR0TJY1,Aureobasidium pullulans,0,
A0ABR0TF21,Aureobasidium pullulans,0,
A0ABR0TEG7,Aureobasidium pullulans,0,
A0ABR0TVF2,Aureobasidium pullulans,0,
A0ABR0TSH5,Aureobasidium pullulans,0,
A0ABR0TSV5,Aureobasidium pullulans,0,
A0ABR0TGI7,Aureobasidium pullulans,0,
A0ABR0TB12,Aureobasidium pullulans,0,
A0ABR0T4R3,Aureobasidium pullulans,0,
A0ABR0TJF5,Aureobasidium pullulans,0,
A0ABR0TGG3,Aureobasidium pullulans,0,
A0ABR0T4S5,Aureobasidium pullulans,0,
A0ABR0T613,Aureobasidium pullulans,0,
A0ABR0TKG6,Aureobasidium pullulans,0,
A0ABR0TR10,Aureobasidium pullulans,0,
A0ABR0TK40,Aureobasidium pullulans,0,
A0ABR0TGV7,Aureobasidium pullulans,0,
A0ABR0TP24,Aureobasidium pullulans,0,
A0ABR0T5D8,Aureobasidium pullulans,0,
A0ABR0T542,Aureobasidium pullulans,0,
A0ABR0TLS0,Aureobasidium pullulans,0,
A0ABR0TW44,Aureobasidium pullulans,0,
A0ABR0TWQ6,Aureobasidium pullulans,0,
A0ABR0TMY3,Aureobasidium pullulans,0,
A0ABR0TGC5,Aureobasidium pullulans,0,
A0ABR0TUU6,Aureobasidium pullulans,0,
A0ABR0TGC9,Aureobasidium pullulans,0,
A0ABR0TFD7,Aureobasidium pullulans,0,
A0ABR0TQA6,Aureobasidium pullulans,0,
A0ABR0TWF5,Aureobasidium pullulans,0,
A0ABR0TGX1,Aureobasidium pullulans,0,
A0ABR0TGX6,Aureobasidium pullulans,0,
A0ABR0TQI4,Aureobasidium pullulans,0,
A0ABR0TRG0,Aureobasidium pullulans,0,
A0ABR0TG22,Aureobasidium pullulans,0,
A0ABR0T8G4,Aureobasidium pullulans,0,
A0ABR0TL78,Aureobasidium pullulans,0,
A0ABR0T7J5,Aureobasidium pullulans,0,
A0ABR0T7F2,Aureobasidium pullulans,0,
A0ABR0TEK4,Aureobasidium pullulans,0,
A0ABR0TPI3,Aureobasidium pullulans,0,
A0ABR0TQE2,Aureobasidium pullulans,0,
A0ABR0TVI7,Aureobasidium pullulans,0,
A0ABR0TBB1,Aureobasidium pullulans,0,
A0ABR0TK19,Aureobasidium pullulans,0,
A0ABR0TK27,Aureobasidium pullulans,0,
A0ABR0TN03,Aureobasidium pullulans,0,
A0ABR0T7H0,Aureobasidium pullulans,0,
A0ABR0TKY4,Aureobasidium pullulans,0,
A0ABR0TQS0,Aureobasidium pullulans,0,
A0ABR0TMW3,Aureobasidium pullulans,0,
A0ABR0THG7,Aureobasidium pullulans,0,
A0ABR0THL6,Aureobasidium pullulans,0,
A0ABR0TDB8,Aureobasidium pullulans,0,
A0ABR0TC31,Aureobasidium pullulans,0,
A0ABR0T7I3,Aureobasidium pullulans,0,
A0ABR0TI03,Aureobasidium pullulans,0,
A0ABR0T500,Aureobasidium pullulans,0,
A0ABR0TGV5,Aureobasidium pullulans,0,
A0ABR0TPJ5,Aureobasidium pullulans,0,
A0ABR0TQN1,Aureobasidium pullulans,0,
A0ABR0TP14,Aureobasidium pullulans,0,
A0ABR0TFI3,Aureobasidium pullulans,0,
A0ABR0TVV8,Aureobasidium pullulans,0,
A0ABR0TW21,Aureobasidium pullulans,0,
A0ABR0TFB9,Aureobasidium pullulans,0,
A0ABR0TLS7,Aureobasidium pullulans,0,
A0ABR0TJU8,Aureobasidium pullulans,0,
A0ABR0T5T3,Aureobasidium pullulans,0,
A0ABR0T7R1,Aureobasidium pullulans,0,
A0ABR0TUT8,Aureobasidium pullulans,0,
A0ABR0TGB6,Aureobasidium pullulans,0,
A0ABR0TXM0,Aureobasidium pullulans,0,
A0ABR0TDF9,Aureobasidium pullulans,0,
A0ABR0TC43,Aureobasidium pullulans,0,
A0ABR0T6X6,Aureobasidium pullulans,0,
A0ABR0T5Z9,Aureobasidium pullulans,0,
A0ABR0TK25,Aureobasidium pullulans,0,
A0ABR0THF8,Aureobasidium pullulans,0,
A0ABR0T8N9,Aureobasidium pullulans,0,
A0ABR0TWJ5,Aureobasidium pullulans,0,
A0ABR0TJZ9,Aureobasidium pullulans,0,
A0ABR0TKQ4,Aureobasidium pullulans,0,
A0ABR0TVV9,Aureobasidium pullulans,0,
A0ABR0T7F8,Aureobasidium pullulans,0,
A0ABR0TCR6,Aureobasidium pullulans,0,
A0ABR0TCZ9,Aureobasidium pullulans,0,
A0ABR0T790,Aureobasidium pullulans,0,
A0ABR0T8I9,Aureobasidium pullulans,0,
A0ABR0TIG8,Aureobasidium pullulans,0,
A0ABR0TI53,Aureobasidium pullulans,0,
A0ABR0TV47,Aureobasidium pullulans,0,
A0ABR0TTR1,Aureobasidium pullulans,0,
A0ABR0TL97,Aureobasidium pullulans,0,
A0ABR0TL95,Aureobasidium pullulans,0,
A0ABR0TDU0,Aureobasidium pullulans,0,
A0ABR0TGR4,Aureobasidium pullulans,0,
A0ABR0TGS7,Aureobasidium pullulans,0,
A0ABR0TKV0,Aureobasidium pullulans,0,
A0ABR0TV79,Aureobasidium pullulans,0,
A0ABR0TF45,Aureobasidium pullulans,0,
A0ABR0TJ15,Aureobasidium pullulans,0,
A0ABR0TIX2,Aureobasidium pullulans,0,
A0ABR0TMV4,Aureobasidium pullulans,0,
A0ABR0T4R9,Aureobasidium pullulans,0,
A0ABR0TVE9,Aureobasidium pullulans,0,
A0ABR0TB78,Aureobasidium pullulans,0,
A0ABR0T679,Aureobasidium pullulans,0,
A0ABR0TBP3,Aureobasidium pullulans,0,
A0ABR0T7G7,Aureobasidium pullulans,0,
A0ABR0TAC5,Aureobasidium pullulans,0,
A0ABR0T578,Aureobasidium pullulans,0,
A0ABR0T4J8,Aureobasidium pullulans,0,
A0ABR0T9A9,Aureobasidium pullulans,0,
A0ABR0T8D7,Aureobasidium pullulans,0,
A0ABR0TP80,Aureobasidium pullulans,0,
A0ABR0TNJ9,Aureobasidium pullulans,0,
A0ABR0T7T4,Aureobasidium pullulans,0,
A0ABR0THJ3,Aureobasidium pullulans,0,
A0ABR0TAM1,Aureobasidium pullulans,0,
A0A4S9RW46,Aureobasidium pullulans,0,
A0ABR0TBF5,Aureobasidium pullulans,0,
A0ABR0TC79,Aureobasidium pullulans,0,
A0ABR0TAG7,Aureobasidium pullulans,0,
A0ABR0TF75,Aureobasidium pullulans,0,
A0ABR0TPY8,Aureobasidium pullulans,0,
A0ABR0TPR1,Aureobasidium pullulans,0,
A0ABR0TRU3,Aureobasidium pullulans,0,
A0ABR0TPZ1,Aureobasidium pullulans,0,
A0ABR0TMG0,Aureobasidium pullulans,0,
A0ABR0TPS2,Aureobasidium pullulans,0,
A0ABR0TQ20,Aureobasidium pullulans,0,
A0ABR0TPE2,Aureobasidium pullulans,0,
A0ABR0TLN6,Aureobasidium pullulans,0,
A0ABR0TAE8,Aureobasidium pullulans,0,
A0ABR0TD42,Aureobasidium pullulans,0,
A0ABR0THW8,Aureobasidium pullulans,0,
A0ABR0THV9,Aureobasidium pullulans,0,
A0ABR0THW3,Aureobasidium pullulans,0,
A0ABR0TCG5,Aureobasidium pullulans,0,
A0ABR0TE81,Aureobasidium pullulans,0,
A0ABR0TCK7,Aureobasidium pullulans,0,
A0ABR0T8X4,Aureobasidium pullulans,0,
A0ABR0TMC3,Aureobasidium pullulans,0,
A0ABR0T4G2,Aureobasidium pullulans,0,
A0ABR0TPP3,Aureobasidium pullulans,0,
A0ABR0TP16,Aureobasidium pullulans,0,
A0ABR0TVM6,Aureobasidium pullulans,0,
A0ABR0T5E6,Aureobasidium pullulans,0,
A0ABR0TD37,Aureobasidium pullulans,0,
A0ABR0TDD6,Aureobasidium pullulans,0,
A0ABR0T9A4,Aureobasidium pullulans,0,
A0ABR0TEJ7,Aureobasidium pullulans,0,
A0ABR0TE87,Aureobasidium pullulans,0,
A0ABR0TDY5,Aureobasidium pullulans,0,
A0ABR0TG63,Aureobasidium pullulans,0,
A0ABR0THR9,Aureobasidium pullulans,0,
A0ABR0TRP5,Aureobasidium pullulans,0,
A0ABR0TT10,Aureobasidium pullulans,0,
A0ABR0TRA9,Aureobasidium pullulans,0,
A0ABR0TRP6,Aureobasidium pullulans,0,
A0ABR0TUB6,Aureobasidium pullulans,0,
A0ABR0TQD0,Aureobasidium pullulans,0,
A0ABR0TG31,Aureobasidium pullulans,0,
A0ABR0TKB1,Aureobasidium pullulans,0,
A0ABR0TG72,Aureobasidium pullulans,0,
A0ABR0TEZ4,Aureobasidium pullulans,0,
A0ABR0TGE0,Aureobasidium pullulans,0,
A0ABR0TGC4,Aureobasidium pullulans,0,
A0ABR0TPK2,Aureobasidium pullulans,0,
A0ABR0TLR3,Aureobasidium pullulans,0,
A0ABR0TFZ6,Aureobasidium pullulans,0,
A0ABR0TUI4,Aureobasidium pullulans,0,
A0ABR0TV38,Aureobasidium pullulans,0,
A0ABR0TSY8,Aureobasidium pullulans,0,
A0ABR0TUK9,Aureobasidium pullulans,0,
A0ABR0TTV3,Aureobasidium pullulans,0,
A0ABR0TWX8,Aureobasidium pullulans,0,
A0ABR0TW15,Aureobasidium pullulans,0,
A0ABR0T8S8,Aureobasidium pullulans,0,
A0ABR0T9I3,Aureobasidium pullulans,0,
A0ABR0TAV8,Aureobasidium pullulans,0,
A0ABR0TQU2,Aureobasidium pullulans,0,
A0ABR0TMB9,Aureobasidium pullulans,0,
A0ABR0TNQ6,Aureobasidium pullulans,0,
A0ABR0TNH4,Aureobasidium pullulans,0,
A0ABR0T745,Aureobasidium pullulans,0,
A0ABR0T8W9,Aureobasidium pullulans,0,
A0ABR0TE63,Aureobasidium pullulans,0,
A0ABR0TD94,Aureobasidium pullulans,0,
A0ABR0T714,Aureobasidium pullulans,0,
A0ABR0TTE4,Aureobasidium pullulans,0,
A0ABR0TT72,Aureobasidium pullulans,0,
A0ABR0TRZ7,Aureobasidium pullulans,0,
A0ABR0TB34,Aureobasidium pullulans,0,
A0ABR0TAD9,Aureobasidium pullulans,0,
A0ABR0T914,Aureobasidium pullulans,0,
A0ABR0T9R3,Aureobasidium pullulans,0,
A0ABR0T9Y9,Aureobasidium pullulans,0,
A0ABR0T9Q3,Aureobasidium pullulans,0,
A0ABR0TA95,Aureobasidium pullulans,0,
A0ABR0TCK8,Aureobasidium pullulans,0,
A0ABR0T563,Aureobasidium pullulans,0,
A0ABR0T5G6,Aureobasidium pullulans,0,
A0ABR0THI8,Aureobasidium pullulans,0,
A0ABR0THI1,Aureobasidium pullulans,0,
A0ABR0TB03,Aureobasidium pullulans,0,
A0ABR0T5V2,Aureobasidium pullulans,0,
A0ABR0T5C5,Aureobasidium pullulans,0,
A0ABR0T5A7,Aureobasidium pullulans,0,
A0ABR0TC80,Aureobasidium pullulans,0,
A0ABR0TR60,Aureobasidium pullulans,0,
A0ABR0TK01,Aureobasidium pullulans,0,
A0ABR0TI47,Aureobasidium pullulans,0,
A0ABR0TIC1,Aureobasidium pullulans,0,
A0ABR0TDJ5,Aureobasidium pullulans,0,
A0ABR0TDI5,Aureobasidium pullulans,0,
A0ABR0T871,Aureobasidium pullulans,0,
A0ABR0T6R4,Aureobasidium pullulans,0,
A0ABR0TEW1,Aureobasidium pullulans,0,
A0ABR0TS85,Aureobasidium pullulans,0,
A0ABR0TLX8,Aureobasidium pullulans,0,
A0ABR0TNG6,Aureobasidium pullulans,0,
A0ABR0TS06,Aureobasidium pullulans,0,
A0ABR0TTM8,Aureobasidium pullulans,0,
A0ABR0TTN7,Aureobasidium pullulans,0,
A0ABR0TT59,Aureobasidium pullulans,0,
A0ABR0TS87,Aureobasidium pullulans,0,
A0ABR0TT97,Aureobasidium pullulans,0,
A0ABR0TU08,Aureobasidium pullulans,0,
A0ABR0TSN5,Aureobasidium pullulans,0,
A0ABR0T8R7,Aureobasidium pullulans,0,
A0ABR0TEU0,Aureobasidium pullulans,0,
A0ABR0TQX5,Aureobasidium pullulans,0,
A0ABR0TKV3,Aureobasidium pullulans,0,
A0ABR0TRX5,Aureobasidium pullulans,0,
A0ABR0TWK6,Aureobasidium pullulans,0,
A0ABR0TL07,Aureobasidium pullulans,0,
A0ABR0TIK3,Aureobasidium pullulans,0,
A0ABR0TJI9,Aureobasidium pullulans,0,
A0ABR0TF80,Aureobasidium pullulans,0,
A0ABR0TQ45,Aureobasidium pullulans,0,
A0ABR0TBC9,Aureobasidium pullulans,0,
A0ABR0T6N8,Aureobasidium pullulans,0,
A0ABR0TF26,Aureobasidium pullulans,0,
A0ABR0T4Y1,Aureobasidium pullulans,0,
A0ABR0T602,Aureobasidium pullulans,0,
A0ABR0TP06,Aureobasidium pullulans,0,
A0ABR0T6S6,Aureobasidium pullulans,0,
A0ABR0TV08,Aureobasidium pullulans,0,
A0ABR0TTC3,Aureobasidium pullulans,0,
A0ABR0TGB0,Aureobasidium pullulans,0,
A0ABR0TK71,Aureobasidium pullulans,0,
A0A1A7MHZ9,Aureobasidium pullulans,0,
A0ABR0TBX1,Aureobasidium pullulans,0,
A0ABR0TNT9,Aureobasidium pullulans,0,
A0ABR0TRC8,Aureobasidium pullulans,0,
A0ABR0TLA3,Aureobasidium pullulans,0,
A0ABR0TDC8,Aureobasidium pullulans,0,
A0ABR0TLZ3,Aureobasidium pullulans,0,
A0ABR0TBZ2,Aureobasidium pullulans,0,
A0ABR0TQN7,Aureobasidium pullulans,0,
A0ABR0T7L6,Aureobasidium pullulans,0,
A0ABR0TH13,Aureobasidium pullulans,0,
A0ABR0TGW8,Aureobasidium pullulans,0,
A0ABR0TA61,Aureobasidium pullulans,0,
A0ABR0TRN1,Aureobasidium pullulans,0,
A0ABR0T9Z4,Aureobasidium pullulans,0,
A0ABR0T845,Aureobasidium pullulans,0,
A0ABR0TVH1,Aureobasidium pullulans,0,
A0ABR0TRD6,Aureobasidium pullulans,0,
A0ABR0T9Z6,Aureobasidium pullulans,0,
A0ABR0T9N0,Aureobasidium pullulans,0,
A0ABR0TAL9,Aureobasidium pullulans,0,
A0ABR0T6E9,Aureobasidium pullulans,0,
A0ABR0TVK4,Aureobasidium pullulans,0,
A0ABR0T9L1,Aureobasidium pullulans,0,
A0ABR0TH68,Aureobasidium pullulans,0,
A0ABR0TJH7,Aureobasidium pullulans,0,
A0ABR0TJU9,Aureobasidium pullulans,0,
A0ABR0TDP2,Aureobasidium pullulans,0,
A0ABR0TV22,Aureobasidium pullulans,0,
A0ABR0TPD6,Aureobasidium pullulans,0,
A0ABR0TJH3,Aureobasidium pullulans,0,
A0ABR0TCJ7,Aureobasidium pullulans,0,
A0ABR0TP34,Aureobasidium pullulans,0,
A0ABR0TJS3,Aureobasidium pullulans,0,
A0ABR0TQ71,Aureobasidium pullulans,0,
A0ABR0TPR3,Aureobasidium pullulans,0,
A0ABR0TDW6,Aureobasidium pullulans,0,
A0ABR0TDG2,Aureobasidium pullulans,0,
A0ABR0TR67,Aureobasidium pullulans,0,
A0ABR0TQ74,Aureobasidium pullulans,0,
A0ABR0TEE0,Aureobasidium pullulans,0,
A0ABR0TQ86,Aureobasidium pullulans,0,
A0ABR0TAL1,Aureobasidium pullulans,0,
A0A4S8XF24,Aureobasidium pullulans,0,
A0ABR0T6G5,Aureobasidium pullulans,0,
A0ABR0TGA3,Aureobasidium pullulans,0,
A0ABR0TSJ5,Aureobasidium pullulans,0,
A0ABR0T8T2,Aureobasidium pullulans,0,
A0ABR0TQS6,Aureobasidium pullulans,0,
A0ABR0TMV0,Aureobasidium pullulans,0,
A0ABR0TN49,Aureobasidium pullulans,0,
A0ABR0TTT2,Aureobasidium pullulans,0,
A0ABR0TU27,Aureobasidium pullulans,0,
A0ABR0TLF2,Aureobasidium pullulans,0,
A0ABR0TTZ1,Aureobasidium pullulans,0,
A0ABR0TEH7,Aureobasidium pullulans,0,
A0ABR0TLX7,Aureobasidium pullulans,0,
A0ABR0TFI1,Aureobasidium pullulans,0,
A0ABR0TQK3,Aureobasidium pullulans,0,
A0ABR0TM66,Aureobasidium pullulans,0,
A0ABR0TSM7,Aureobasidium pullulans,0,
A0ABR0TDF6,Aureobasidium pullulans,0,
A0ABR0TXE7,Aureobasidium pullulans,0,
A0ABR0TA87,Aureobasidium pullulans,0,
A0ABR0TIJ7,Aureobasidium pullulans,0,
A0ABR0T5D9,Aureobasidium pullulans,0,
A0ABR0T9D1,Aureobasidium pullulans,0,
A0ABR0TEK5,Aureobasidium pullulans,0,
A0ABR0TA49,Aureobasidium pullulans,0,
A0ABR0TH17,Aureobasidium pullulans,0,
A0ABR0TWM8,Aureobasidium pullulans,0,
A0ABR0TT95,Aureobasidium pullulans,0,
A0ABR0T8N3,Aureobasidium pullulans,0,
A0ABR0T789,Aureobasidium pullulans,0,
A0ABR0TH97,Aureobasidium pullulans,0,
A0ABR0TGU6,Aureobasidium pullulans,0,
A0ABR0TN93,Aureobasidium pullulans,0,
A0ABR0T853,Aureobasidium pullulans,0,
A0ABR0TJ56,Aureobasidium pullulans,0,
A0ABR0TEM6,Aureobasidium pullulans,0,
A0ABR0TXP7,Aureobasidium pullulans,0,
A0ABR0THC1,Aureobasidium pullulans,0,
A0ABR0TJF7,Aureobasidium pullulans,0,
A0ABR0THN6,Aureobasidium pullulans,0,
A0ABR0TM41,Aureobasidium pullulans,0,
A0ABR0TJA3,Aureobasidium pullulans,0,
A0ABR0TVF8,Aureobasidium pullulans,0,
A0ABR0TBI3,Aureobasidium pullulans,0,
A0ABR0TSS3,Aureobasidium pullulans,0,
A0ABR0T8Y0,Aureobasidium pullulans,0,
A0ABR0TA08,Aureobasidium pullulans,0,
A0ABR0TNR0,Aureobasidium pullulans,0,
A0ABR0TW66,Aureobasidium pullulans,0,
A0ABR0T6M2,Aureobasidium pullulans,0,
A0ABR0T6K7,Aureobasidium pullulans,0,
A0ABR0T9S9,Aureobasidium pullulans,0,
A0ABR0TB20,Aureobasidium pullulans,0,
A0ABR0T8C6,Aureobasidium pullulans,0,
A0ABR0TAJ3,Aureobasidium pullulans,0,
A0ABR0TVZ9,Aureobasidium pullulans,0,
A0ABR0TM76,Aureobasidium pullulans,0,
A0ABR0TWI3,Aureobasidium pullulans,0,
A0ABR0T4S4,Aureobasidium pullulans,0,
A0ABR0TUV8,Aureobasidium pullulans,0,
A0ABR0TVA0,Aureobasidium pullulans,0,
